event_id,session_id,timestamp,ambient_temp_c,humidity_pct,wind_speed_kmh,fuel_level_pct,fuel_rate_lph,engine_temp_c,hydraulic_load_pct,payload_pct,seatbelt_fastened,proximity_distance_m,cycle_phase
3854,WS-026,2026-09-23T08:00:00,31.7,58,12,59.9,20.9,78.8,47.7,20,1,12,DUMP
3855,WS-026,2026-09-23T08:00:00,32.1,58,12,59.9,20.9,79.0,49.1,20,1,12,RETURN
3856,WS-026,2026-09-23T08:00:00,32.4,58,12,59.9,20.8,79.1,47.4,20,1,12,ACQUIRE
3857,WS-026,2026-09-23T08:00:00,31.6,58,12,59.9,22.3,79.7,72.2,65,1,12,LIFT
3858,WS-026,2026-09-23T08:00:00,31.7,58,12,59.9,22.4,79.8,73.3,65,1,12,SWING
3859,WS-026,2026-09-23T08:00:00,31.7,58,12,59.8,20.7,78.7,45.4,20,1,12,DUMP
3860,WS-026,2026-09-23T08:00:00,31.1,58,12,59.8,20.7,78.4,45.4,20,1,12,RETURN
3861,WS-026,2026-09-23T08:00:00,32.5,58,12,59.8,20.8,79.1,46.7,20,1,12,ACQUIRE
3862,WS-026,2026-09-23T08:00:00,31.9,58,12,59.8,22.6,80.0,77.3,65,1,12,LIFT
3863,WS-026,2026-09-23T08:00:00,31.2,58,12,59.8,22.3,79.5,71.5,65,1,12,SWING
3864,WS-026,2026-09-23T08:00:00,32.9,58,12,59.7,20.9,79.4,47.9,20,1,12,DUMP
3865,WS-026,2026-09-23T08:00:00,31.7,58,12,59.7,20.7,78.7,45.8,20,1,12,RETURN
3866,WS-026,2026-09-23T08:00:00,31.2,58,12,59.7,21.0,78.6,49.4,20,1,6,ACQUIRE
3867,WS-026,2026-09-23T08:00:00,32.9,58,12,59.7,22.4,80.4,72.6,65,1,6,LIFT
3868,WS-026,2026-09-23T08:00:00,32.7,58,12,59.7,22.4,80.3,72.9,65,1,6,SWING
3869,WS-026,2026-09-23T08:00:00,32.9,58,12,59.6,21.0,79.4,49.2,20,1,6,DUMP
3870,WS-026,2026-09-23T08:00:00,32.1,58,12,59.6,21.0,79.1,50.2,20,1,6,RETURN
3871,WS-026,2026-09-23T08:00:00,31.9,58,12,59.6,20.9,78.9,48.1,20,1,12,ACQUIRE
3872,WS-026,2026-09-23T08:00:00,33.3,58,12,59.6,22.3,80.5,71.0,65,1,12,LIFT
3873,WS-026,2026-09-23T08:00:00,33.1,58,12,59.6,22.3,80.4,71.0,65,1,12,SWING
3874,WS-026,2026-09-23T08:00:00,32.9,58,12,59.5,21.1,79.5,52.3,20,1,12,DUMP
3875,WS-026,2026-09-23T08:00:00,33.1,58,12,59.5,20.8,79.4,46.5,20,1,12,RETURN
3876,WS-026,2026-09-23T08:00:00,33.3,58,12,59.5,21.1,79.7,52.4,20,1,12,ACQUIRE
3877,WS-026,2026-09-23T08:00:00,32.2,58,12,59.5,22.5,80.1,74.4,65,1,12,LIFT
3878,WS-026,2026-09-23T08:00:00,32.8,58,12,59.5,22.5,80.4,75.8,65,1,12,SWING
3879,WS-026,2026-09-23T08:00:00,34.2,58,12,59.4,20.8,80.0,46.6,20,1,12,DUMP
3880,WS-026,2026-09-23T08:00:00,33.8,58,12,59.4,20.7,79.7,45.4,20,1,12,RETURN
3881,WS-026,2026-09-23T08:00:00,32.8,58,12,59.4,21.0,79.4,49.4,20,1,12,ACQUIRE
3882,WS-026,2026-09-23T08:00:00,33.0,58,12,59.4,22.6,80.6,77.0,65,1,12,LIFT
3883,WS-026,2026-09-23T08:00:00,34.3,58,12,59.4,22.6,81.2,77.3,65,1,12,SWING
3884,WS-026,2026-09-23T08:00:00,34.6,58,12,59.3,21.1,80.4,52.2,20,1,12,DUMP
3885,WS-026,2026-09-23T08:00:00,33.6,58,12,59.3,21.0,79.8,50.7,20,1,12,RETURN
3886,WS-026,2026-09-23T08:00:00,34.6,58,12,59.3,20.7,80.1,45.5,20,1,12,ACQUIRE
3887,WS-026,2026-09-23T08:00:00,33.7,58,12,59.3,22.6,80.9,77.5,65,1,12,LIFT
3888,WS-026,2026-09-23T08:00:00,33.9,58,12,59.3,22.2,80.8,70.2,65,1,12,SWING
3889,WS-026,2026-09-23T08:00:00,34.1,58,12,59.2,21.0,80.1,50.6,20,1,12,DUMP
3890,WS-026,2026-09-23T08:00:00,33.2,58,12,59.2,20.7,79.4,45.4,20,1,12,RETURN
3891,WS-026,2026-09-23T08:00:00,34.1,58,12,59.2,21.1,80.1,51.4,20,1,12,ACQUIRE
3892,WS-026,2026-09-23T08:00:00,34.4,58,12,59.2,22.6,81.2,75.9,65,1,12,LIFT
3893,WS-026,2026-09-23T08:00:00,33.8,58,12,59.2,22.5,80.9,75.5,65,1,12,SWING
3894,WS-026,2026-09-23T08:00:00,34.7,58,12,59.1,21.2,80.5,52.8,20,1,12,DUMP
3895,WS-026,2026-09-23T08:00:00,33.3,58,12,59.1,21.1,79.7,51.0,20,1,12,RETURN
3896,WS-026,2026-09-23T08:00:00,33.7,58,12,59.1,21.1,79.9,51.2,20,1,6,ACQUIRE
3897,WS-026,2026-09-23T08:00:00,33.7,58,12,59.1,22.3,80.7,72.2,65,1,6,LIFT
3898,WS-026,2026-09-23T08:00:00,33.2,58,12,59.1,22.3,80.5,71.3,65,1,6,SWING
3899,WS-026,2026-09-23T08:00:00,33.2,58,12,59.0,21.0,79.6,50.6,20,1,6,DUMP
3900,WS-026,2026-09-23T08:00:00,34.5,58,12,59.0,21.1,80.3,51.3,20,1,6,RETURN
3901,WS-027,2026-09-23T08:00:00,33.8,58,12,62.0,21.1,80.0,52.4,20,1,12,ACQUIRE
3902,WS-027,2026-09-23T08:00:00,32.6,58,12,62.0,22.6,80.4,76.3,65,1,12,LIFT
3903,WS-027,2026-09-23T08:00:00,33.5,58,12,62.0,22.3,80.6,72.0,65,1,12,SWING
3904,WS-027,2026-09-23T08:00:00,33.9,58,12,61.9,21.0,79.9,49.3,20,1,12,DUMP
3905,WS-027,2026-09-23T08:00:00,32.4,58,12,61.9,20.9,79.1,47.8,20,1,12,RETURN
3906,WS-027,2026-09-23T08:00:00,33.7,58,12,61.9,20.9,79.8,48.0,20,1,12,ACQUIRE
3907,WS-027,2026-09-23T08:00:00,32.7,58,12,61.9,22.5,80.4,75.6,65,1,12,LIFT
3908,WS-027,2026-09-23T08:00:00,33.7,58,12,61.9,22.5,80.9,75.8,65,1,12,SWING
3909,WS-027,2026-09-23T08:00:00,33.5,58,12,61.8,21.0,79.7,49.9,20,1,12,DUMP
3910,WS-027,2026-09-23T08:00:00,33.4,58,12,61.8,20.7,79.5,45.5,20,1,12,RETURN
3911,WS-027,2026-09-23T08:00:00,34.5,58,12,61.8,21.1,80.3,51.6,20,1,12,ACQUIRE
3912,WS-027,2026-09-23T08:00:00,33.3,58,12,61.8,22.7,80.8,77.7,65,1,12,LIFT
3913,WS-027,2026-09-23T08:00:00,33.3,58,12,61.8,22.7,80.8,77.8,65,1,12,SWING
3914,WS-027,2026-09-23T08:00:00,34.0,58,12,61.7,21.2,80.1,52.8,20,1,12,DUMP
3915,WS-027,2026-09-23T08:00:00,34.5,58,12,61.7,21.1,80.3,51.2,20,1,12,RETURN
3916,WS-027,2026-09-23T08:00:00,33.2,58,12,61.7,21.1,79.6,51.0,20,1,12,ACQUIRE
3917,WS-027,2026-09-23T08:00:00,33.8,58,12,61.7,22.5,80.9,75.2,65,1,12,LIFT
3918,WS-027,2026-09-23T08:00:00,34.7,58,12,61.7,22.5,81.4,75.1,65,1,12,SWING
3919,WS-027,2026-09-23T08:00:00,34.1,58,12,61.6,21.1,80.1,51.5,20,1,12,DUMP
3920,WS-027,2026-09-23T08:00:00,33.4,58,12,61.6,20.8,79.6,47.2,20,1,12,RETURN
3921,WS-027,2026-09-23T08:00:00,34.1,58,12,61.6,21.1,80.1,51.5,20,1,12,ACQUIRE
3922,WS-027,2026-09-23T08:00:00,34.4,58,12,61.6,22.3,81.0,71.2,65,1,12,LIFT
3923,WS-027,2026-09-23T08:00:00,33.3,58,12,61.6,22.5,80.7,75.8,65,1,12,SWING
3924,WS-027,2026-09-23T08:00:00,33.5,58,12,61.5,21.1,79.8,52.2,20,1,12,DUMP
3925,WS-027,2026-09-23T08:00:00,32.9,58,12,61.5,20.8,79.3,46.5,20,1,12,RETURN
3926,WS-027,2026-09-23T08:00:00,33.0,58,12,61.5,21.1,79.6,51.9,20,1,6,ACQUIRE
3927,WS-027,2026-09-23T08:00:00,32.9,58,12,61.5,22.4,80.4,73.9,65,1,6,LIFT
3928,WS-027,2026-09-23T08:00:00,33.9,58,12,61.5,22.5,81.0,75.2,65,1,6,SWING
3929,WS-027,2026-09-23T08:00:00,32.4,58,12,61.4,20.8,79.1,46.3,20,1,6,DUMP
3930,WS-027,2026-09-23T08:00:00,32.6,58,12,61.4,20.9,79.2,48.2,20,1,6,RETURN
3931,WS-027,2026-09-23T08:00:00,33.4,58,12,61.4,20.7,79.5,45.6,20,1,12,ACQUIRE
3932,WS-027,2026-09-23T08:00:00,32.2,58,12,61.4,22.3,80.0,72.0,65,1,12,LIFT
3933,WS-027,2026-09-23T08:00:00,33.8,58,12,61.4,22.7,81.0,77.8,65,1,12,SWING
3934,WS-027,2026-09-23T08:00:00,32.0,58,12,61.3,21.0,79.0,49.2,20,1,12,DUMP
3935,WS-027,2026-09-23T08:00:00,33.2,58,12,61.3,21.1,79.7,51.5,20,1,12,RETURN
3936,WS-027,2026-09-23T08:00:00,32.9,58,12,61.3,20.9,79.4,48.0,20,1,12,ACQUIRE
3937,WS-027,2026-09-23T08:00:00,31.6,58,12,61.3,22.6,79.9,76.6,65,1,12,LIFT
3938,WS-027,2026-09-23T08:00:00,33.0,58,12,61.3,22.5,80.5,75.2,65,1,12,SWING
3939,WS-027,2026-09-23T08:00:00,31.5,58,12,61.2,20.8,78.6,47.0,20,1,12,DUMP
3940,WS-027,2026-09-23T08:00:00,31.5,58,12,61.2,20.8,78.6,46.1,20,1,12,RETURN
3941,WS-027,2026-09-23T08:00:00,32.5,58,12,61.2,20.7,79.1,45.1,20,1,12,ACQUIRE
3942,WS-027,2026-09-23T08:00:00,33.1,58,12,61.2,22.7,80.7,77.7,65,1,12,LIFT
3943,WS-027,2026-09-23T08:00:00,31.3,58,12,61.2,22.6,79.7,75.9,65,1,12,SWING
3944,WS-027,2026-09-23T08:00:00,31.8,58,12,61.1,21.0,78.9,50.7,20,1,12,DUMP
3945,WS-027,2026-09-23T08:00:00,31.5,58,12,61.1,20.9,78.7,48.8,20,1,12,RETURN
3946,WS-027,2026-09-23T08:00:00,32.1,58,12,61.1,20.9,79.0,48.6,20,1,12,ACQUIRE
3947,WS-027,2026-09-23T08:00:00,31.3,58,12,61.1,22.4,79.6,72.7,65,1,12,LIFT
3948,WS-027,2026-09-23T08:00:00,31.3,58,12,61.1,22.2,79.5,70.4,65,1,12,SWING
3949,WS-027,2026-09-23T08:00:00,32.4,58,12,61.0,21.0,79.2,50.0,20,1,12,DUMP
3950,WS-027,2026-09-23T08:00:00,31.3,58,12,61.0,21.1,78.7,51.6,20,1,12,RETURN
3951,WS-027,2026-09-23T08:00:00,31.2,58,12,61.0,20.8,78.5,47.4,20,1,12,ACQUIRE
3952,WS-027,2026-09-23T08:00:00,32.1,58,12,61.0,22.6,80.1,76.7,65,1,12,LIFT
3953,WS-027,2026-09-23T08:00:00,31.4,58,12,61.0,22.6,79.8,77.3,65,1,12,SWING
3954,WS-027,2026-09-23T08:00:00,31.2,58,12,60.9,20.9,78.5,48.4,20,1,12,DUMP
3955,WS-027,2026-09-23T08:00:00,31.5,58,12,60.9,21.0,78.8,50.2,20,1,12,RETURN
3956,WS-027,2026-09-23T08:00:00,31.7,58,12,60.9,21.1,78.9,52.0,20,1,6,ACQUIRE
3957,WS-027,2026-09-23T08:00:00,32.1,58,12,60.9,22.6,80.1,77.1,65,1,6,LIFT
3958,WS-027,2026-09-23T08:00:00,33.1,58,12,60.9,22.3,80.4,70.9,65,1,6,SWING
3959,WS-027,2026-09-23T08:00:00,31.9,58,12,60.8,20.8,78.8,45.9,20,1,6,DUMP
3960,WS-027,2026-09-23T08:00:00,31.8,58,12,60.8,21.2,79.0,52.6,20,1,6,RETURN
3961,WS-027,2026-09-23T08:00:00,32.4,58,12,60.8,21.0,79.2,49.9,20,1,12,ACQUIRE
3962,WS-027,2026-09-23T08:00:00,32.1,58,12,60.8,22.6,80.1,77.4,65,1,12,LIFT
3963,WS-027,2026-09-23T08:00:00,33.8,58,12,60.8,22.6,81.0,77.2,65,1,12,SWING
3964,WS-027,2026-09-23T08:00:00,33.2,58,12,60.7,20.8,79.5,46.4,20,1,12,DUMP
3965,WS-027,2026-09-23T08:00:00,33.2,58,12,60.7,21.0,79.6,49.8,20,1,12,RETURN
3966,WS-027,2026-09-23T08:00:00,33.6,58,12,60.7,20.8,79.6,46.2,20,1,12,ACQUIRE
3967,WS-027,2026-09-23T08:00:00,33.6,58,12,60.7,22.3,80.7,72.4,65,1,12,LIFT
3968,WS-027,2026-09-23T08:00:00,34.0,58,12,60.7,22.4,80.9,72.8,65,1,12,SWING
3969,WS-027,2026-09-23T08:00:00,32.7,58,12,60.6,21.1,79.4,52.3,20,1,12,DUMP
3970,WS-027,2026-09-23T08:00:00,33.9,58,12,60.6,21.1,80.0,52.5,20,1,12,RETURN
3971,WS-027,2026-09-23T08:00:00,34.3,58,12,60.6,21.0,80.2,50.7,20,1,12,ACQUIRE
3972,WS-027,2026-09-23T08:00:00,32.9,58,12,60.6,22.2,80.2,70.0,65,1,12,LIFT
3973,WS-027,2026-09-23T08:00:00,34.7,58,12,60.6,22.3,81.2,71.2,65,1,12,SWING
3974,WS-027,2026-09-23T08:00:00,34.2,58,12,60.5,20.9,80.0,47.6,20,1,12,DUMP
3975,WS-027,2026-09-23T08:00:00,33.7,58,12,60.5,21.0,79.9,50.8,20,1,12,RETURN
3976,WS-027,2026-09-23T08:00:00,34.5,58,12,60.5,20.9,80.2,48.8,20,1,12,ACQUIRE
3977,WS-027,2026-09-23T08:00:00,33.1,58,12,60.5,22.5,80.5,74.6,65,1,12,LIFT
3978,WS-027,2026-09-23T08:00:00,34.9,58,12,60.5,22.3,81.3,72.2,65,1,12,SWING
3979,WS-027,2026-09-23T08:00:00,33.2,58,12,60.4,21.2,79.7,53.0,20,1,12,DUMP
3980,WS-027,2026-09-23T08:00:00,33.4,58,12,60.4,20.9,79.6,48.1,20,1,12,RETURN
3981,WS-027,2026-09-23T08:00:00,33.6,58,12,60.4,20.9,79.7,48.4,20,1,12,ACQUIRE
3982,WS-027,2026-09-23T08:00:00,34.4,58,12,60.4,22.4,81.1,73.3,65,1,12,LIFT
3983,WS-027,2026-09-23T08:00:00,34.5,58,12,60.4,22.4,81.2,72.7,65,1,12,SWING
3984,WS-027,2026-09-23T08:00:00,34.5,58,12,60.3,21.0,80.3,50.2,20,1,12,DUMP
3985,WS-027,2026-09-23T08:00:00,33.3,58,12,60.3,20.9,79.6,48.3,20,1,12,RETURN
3986,WS-027,2026-09-23T08:00:00,33.8,58,12,60.3,21.0,79.9,49.3,20,1,6,ACQUIRE
3987,WS-027,2026-09-23T08:00:00,33.8,58,12,60.3,22.6,81.0,76.6,65,1,6,LIFT
3988,WS-027,2026-09-23T08:00:00,33.4,58,12,60.3,22.5,80.7,74.6,65,1,6,SWING
3989,WS-027,2026-09-23T08:00:00,33.4,58,12,60.2,21.0,79.7,49.6,20,1,6,DUMP
3990,WS-027,2026-09-23T08:00:00,33.9,58,12,60.2,21.1,80.0,51.0,20,1,6,RETURN
3991,WS-027,2026-09-23T08:00:00,33.8,58,12,60.2,20.8,79.8,46.9,20,1,12,ACQUIRE
3992,WS-027,2026-09-23T08:00:00,32.3,58,12,60.2,22.7,80.3,78.0,65,1,12,LIFT
3993,WS-027,2026-09-23T08:00:00,32.3,58,12,60.2,22.5,80.1,74.5,65,1,12,SWING
3994,WS-027,2026-09-23T08:00:00,34.0,58,12,60.1,21.1,80.1,52.4,20,1,12,DUMP
3995,WS-027,2026-09-23T08:00:00,32.1,58,12,60.1,20.9,79.0,47.8,20,1,12,RETURN
3996,WS-027,2026-09-23T08:00:00,33.6,58,12,60.1,21.1,79.9,51.9,20,1,12,ACQUIRE
3997,WS-027,2026-09-23T08:00:00,33.5,58,12,60.1,22.3,80.6,72.4,65,1,12,LIFT
3998,WS-027,2026-09-23T08:00:00,32.0,58,12,60.1,22.6,80.1,76.8,65,1,12,SWING
3999,WS-027,2026-09-23T08:00:00,33.6,58,12,60.0,21.1,79.9,52.3,20,1,12,DUMP
4000,WS-027,2026-09-23T08:00:00,32.0,58,12,60.0,21.1,79.1,51.6,20,1,12,RETURN
4001,WS-027,2026-09-23T08:00:00,31.6,58,12,60.0,20.8,78.6,46.1,20,1,12,ACQUIRE
4002,WS-027,2026-09-23T08:00:00,33.3,58,12,60.0,22.5,80.7,75.6,65,1,12,LIFT
4003,WS-027,2026-09-23T08:00:00,32.1,58,12,60.0,22.2,79.9,70.2,65,1,12,SWING
4004,WS-027,2026-09-23T08:00:00,33.2,58,12,59.9,20.9,79.5,48.0,20,1,12,DUMP
4005,WS-027,2026-09-23T08:00:00,32.6,58,12,59.9,21.0,79.3,50.3,20,1,12,RETURN
4006,WS-027,2026-09-23T08:00:00,31.3,58,12,59.9,21.1,78.7,51.7,20,1,12,ACQUIRE
4007,WS-027,2026-09-23T08:00:00,32.8,58,12,59.9,22.2,80.2,70.2,65,1,12,LIFT
4008,WS-027,2026-09-23T08:00:00,31.8,58,12,59.9,22.2,79.7,70.6,65,1,12,SWING
4009,WS-027,2026-09-23T08:00:00,31.2,58,12,59.8,21.0,78.6,49.6,20,1,12,DUMP
4010,WS-027,2026-09-23T08:00:00,32.6,58,12,59.8,20.8,79.1,46.2,20,1,12,RETURN
4011,WS-027,2026-09-23T08:00:00,31.4,58,12,59.8,21.1,78.7,50.9,20,1,12,ACQUIRE
4012,WS-027,2026-09-23T08:00:00,32.5,58,12,59.8,22.5,80.3,75.6,65,1,12,LIFT
4013,WS-027,2026-09-23T08:00:00,31.6,58,12,59.8,22.4,79.7,73.3,65,1,12,SWING
4014,WS-027,2026-09-23T08:00:00,31.7,58,12,59.7,21.1,78.9,51.3,20,1,12,DUMP
4015,WS-027,2026-09-23T08:00:00,32.5,58,12,59.7,20.8,79.1,47.3,20,1,12,RETURN
4016,WS-027,2026-09-23T08:00:00,31.4,58,12,59.7,21.1,78.8,52.0,20,1,6,ACQUIRE
4017,WS-027,2026-09-23T08:00:00,31.2,58,12,59.7,22.6,79.6,76.0,65,1,6,LIFT
4018,WS-027,2026-09-23T08:00:00,32.2,58,12,59.7,22.2,79.9,70.1,65,1,6,SWING
4019,WS-027,2026-09-23T08:00:00,33.0,58,12,59.6,21.0,79.5,50.4,20,1,6,DUMP
4020,WS-027,2026-09-23T08:00:00,33.1,58,12,59.6,21.0,79.5,49.4,20,1,6,RETURN
4021,WS-027,2026-09-23T08:00:00,33.1,58,12,59.6,21.1,79.6,52.4,20,1,12,ACQUIRE
4022,WS-027,2026-09-23T08:00:00,32.6,58,12,59.6,22.5,80.3,75.7,65,1,12,LIFT
4023,WS-027,2026-09-23T08:00:00,32.5,58,12,59.6,22.3,80.1,71.3,65,1,12,SWING
4024,WS-027,2026-09-23T08:00:00,33.7,58,12,59.5,21.0,79.8,49.2,20,1,12,DUMP
4025,WS-027,2026-09-23T08:00:00,33.8,58,12,59.5,20.8,79.7,46.0,20,1,12,RETURN
4026,WS-027,2026-09-23T08:00:00,32.4,58,12,59.5,21.0,79.2,50.0,20,1,12,ACQUIRE
4027,WS-027,2026-09-23T08:00:00,32.5,58,12,59.5,22.3,80.1,71.5,65,1,12,LIFT
4028,WS-027,2026-09-23T08:00:00,33.6,58,12,59.5,22.5,80.8,74.5,65,1,12,SWING
4029,WS-027,2026-09-23T08:00:00,33.9,58,12,59.4,21.1,80.0,51.5,20,1,12,DUMP
4030,WS-027,2026-09-23T08:00:00,33.3,58,12,59.4,20.9,79.6,47.5,20,1,12,RETURN
4031,WS-027,2026-09-23T08:00:00,33.7,58,12,59.4,21.1,79.9,51.6,20,1,12,ACQUIRE
4032,WS-027,2026-09-23T08:00:00,32.8,58,12,59.4,22.6,80.5,76.4,65,1,12,LIFT
4033,WS-027,2026-09-23T08:00:00,33.9,58,12,59.4,22.3,80.8,71.6,65,1,12,SWING
4034,WS-027,2026-09-23T08:00:00,32.9,58,12,59.3,20.7,79.3,45.6,20,1,12,DUMP
4035,WS-027,2026-09-23T08:00:00,33.9,58,12,59.3,21.1,80.0,51.8,20,1,12,RETURN
4036,WS-027,2026-09-23T08:00:00,32.9,58,12,59.3,20.8,79.3,47.3,20,1,12,ACQUIRE
4037,WS-027,2026-09-23T08:00:00,33.9,58,12,59.3,22.2,80.8,70.5,65,1,12,LIFT
4038,WS-027,2026-09-23T08:00:00,34.1,58,12,59.3,22.6,81.1,76.1,65,1,12,SWING
4039,WS-027,2026-09-23T08:00:00,33.6,58,12,59.2,21.0,79.8,49.4,20,1,12,DUMP
4040,WS-027,2026-09-23T08:00:00,34.2,58,12,59.2,20.7,79.9,45.3,20,1,12,RETURN
4041,WS-027,2026-09-23T08:00:00,33.5,58,12,59.2,21.2,79.9,52.8,20,1,12,ACQUIRE
4042,WS-027,2026-09-23T08:00:00,34.1,58,12,59.2,22.5,81.0,74.5,65,1,12,LIFT
4043,WS-027,2026-09-23T08:00:00,34.6,58,12,59.2,22.2,81.1,70.4,65,1,12,SWING
4044,WS-027,2026-09-23T08:00:00,33.6,58,12,59.1,21.1,79.9,52.5,20,1,12,DUMP
4045,WS-027,2026-09-23T08:00:00,33.0,58,12,59.1,20.9,79.4,47.9,20,1,12,RETURN
4046,WS-027,2026-09-23T08:00:00,33.5,58,12,59.1,20.9,79.7,48.2,20,1,6,ACQUIRE
4047,WS-027,2026-09-23T08:00:00,33.3,58,12,59.1,22.6,80.7,76.0,65,1,6,LIFT
4048,WS-027,2026-09-23T08:00:00,34.3,58,12,59.1,22.7,81.3,77.8,65,1,6,SWING
4049,WS-027,2026-09-23T08:00:00,34.2,58,12,59.0,20.7,79.9,45.8,20,1,6,DUMP
4050,WS-027,2026-09-23T08:00:00,33.5,58,12,59.0,21.1,79.8,50.9,20,1,6,RETURN
4051,WS-028,2026-09-23T08:00:00,33.4,58,12,62.0,21.1,79.8,52.1,20,1,12,ACQUIRE
4052,WS-028,2026-09-23T08:00:00,33.7,58,12,62.0,22.5,80.9,75.2,65,1,12,LIFT
4053,WS-028,2026-09-23T08:00:00,33.7,58,12,62.0,22.3,80.7,71.3,65,1,12,SWING
4054,WS-028,2026-09-23T08:00:00,34.2,58,12,61.9,20.9,80.1,49.1,20,1,12,DUMP
4055,WS-028,2026-09-23T08:00:00,33.8,58,12,61.9,21.0,79.9,50.2,20,1,12,RETURN
4056,WS-028,2026-09-23T08:00:00,34.3,58,12,61.9,20.9,80.1,47.7,20,1,12,ACQUIRE
4057,WS-028,2026-09-23T08:00:00,34.1,58,12,61.9,22.4,81.0,72.7,65,1,12,LIFT
4058,WS-028,2026-09-23T08:00:00,33.4,58,12,61.9,22.6,80.8,76.8,65,1,12,SWING
4059,WS-028,2026-09-23T08:00:00,33.6,58,12,61.8,21.1,79.9,52.1,20,1,12,DUMP
4060,WS-028,2026-09-23T08:00:00,34.3,58,12,61.8,20.9,80.1,48.1,20,1,12,RETURN
4061,WS-028,2026-09-23T08:00:00,33.3,58,12,61.8,21.0,79.6,49.9,20,1,12,ACQUIRE
4062,WS-028,2026-09-23T08:00:00,33.0,58,12,61.8,22.3,80.3,71.2,65,1,12,LIFT
4063,WS-028,2026-09-23T08:00:00,34.2,58,12,61.8,22.4,81.1,74.0,65,1,12,SWING
4064,WS-028,2026-09-23T08:00:00,34.6,58,12,61.7,20.8,80.1,46.1,20,1,12,DUMP
4065,WS-028,2026-09-23T08:00:00,34.7,58,12,61.7,21.0,80.3,49.4,20,1,12,RETURN
4066,WS-028,2026-09-23T08:00:00,34.9,58,12,61.7,21.1,80.5,51.3,20,1,12,ACQUIRE
4067,WS-028,2026-09-23T08:00:00,33.2,58,12,61.7,22.2,80.4,70.8,65,1,12,LIFT
4068,WS-028,2026-09-23T08:00:00,33.6,58,12,61.7,22.6,80.9,77.5,65,1,12,SWING
4069,WS-028,2026-09-23T08:00:00,33.3,58,12,61.6,20.8,79.5,47.2,20,1,12,DUMP
4070,WS-028,2026-09-23T08:00:00,33.7,58,12,61.6,20.7,79.7,45.7,20,1,12,RETURN
4071,WS-028,2026-09-23T08:00:00,33.3,58,12,61.6,21.1,79.7,51.2,20,1,12,ACQUIRE
4072,WS-028,2026-09-23T08:00:00,33.4,58,12,61.6,22.4,80.7,73.8,65,1,12,LIFT
4073,WS-028,2026-09-23T08:00:00,33.3,58,12,61.6,22.6,80.7,77.0,65,1,12,SWING
4074,WS-028,2026-09-23T08:00:00,34.0,58,12,61.5,20.8,79.8,46.1,20,1,12,DUMP
4075,WS-028,2026-09-23T08:00:00,32.9,58,12,61.5,21.0,79.4,49.5,20,1,12,RETURN
4076,WS-028,2026-09-23T08:00:00,32.7,58,12,61.5,21.1,79.4,51.9,20,1,6,ACQUIRE
4077,WS-028,2026-09-23T08:00:00,33.3,58,12,61.5,22.6,80.7,76.9,65,1,6,LIFT
4078,WS-028,2026-09-23T08:00:00,34.3,58,12,61.5,22.3,81.0,71.0,65,1,6,SWING
4079,WS-028,2026-09-23T08:00:00,33.1,58,12,61.4,21.1,79.6,51.8,20,1,6,DUMP
4080,WS-028,2026-09-23T08:00:00,34.1,58,12,61.4,20.9,80.0,48.0,20,1,6,RETURN
4081,WS-028,2026-09-23T08:00:00,33.5,58,12,61.4,20.9,79.7,49.0,20,1,12,ACQUIRE
4082,WS-028,2026-09-23T08:00:00,32.6,58,12,61.4,22.6,80.4,77.0,65,1,12,LIFT
4083,WS-028,2026-09-23T08:00:00,33.3,58,12,61.4,22.5,80.7,75.0,65,1,12,SWING
4084,WS-028,2026-09-23T08:00:00,33.1,58,12,61.3,21.1,79.6,50.9,20,1,12,DUMP
4085,WS-028,2026-09-23T08:00:00,32.2,58,12,61.3,21.1,79.2,51.6,20,1,12,RETURN
4086,WS-028,2026-09-23T08:00:00,31.7,58,12,61.3,21.1,78.9,51.8,20,1,12,ACQUIRE
4087,WS-028,2026-09-23T08:00:00,32.1,58,12,61.3,22.3,79.9,71.3,65,1,12,LIFT
4088,WS-028,2026-09-23T08:00:00,32.3,58,12,61.3,22.2,80.0,70.6,65,1,12,SWING
4089,WS-028,2026-09-23T08:00:00,32.2,58,12,61.2,20.9,79.0,48.7,20,1,12,DUMP
4090,WS-028,2026-09-23T08:00:00,31.5,58,12,61.2,20.9,78.7,48.7,20,1,12,RETURN
4091,WS-028,2026-09-23T08:00:00,32.5,58,12,61.2,21.1,79.3,52.2,20,1,12,ACQUIRE
4092,WS-028,2026-09-23T08:00:00,32.1,58,12,61.2,22.2,79.9,70.7,65,1,12,LIFT
4093,WS-028,2026-09-23T08:00:00,32.6,58,12,61.2,22.6,80.4,77.3,65,1,12,SWING
4094,WS-028,2026-09-23T08:00:00,32.9,58,12,61.1,21.1,79.5,51.1,20,1,12,DUMP
4095,WS-028,2026-09-23T08:00:00,31.4,58,12,61.1,20.9,78.6,47.6,20,1,12,RETURN
4096,WS-028,2026-09-23T08:00:00,31.7,58,12,61.1,21.2,79.0,53.0,20,1,12,ACQUIRE
4097,WS-028,2026-09-23T08:00:00,32.0,58,12,61.1,22.5,80.0,75.6,65,1,12,LIFT
4098,WS-028,2026-09-23T08:00:00,32.0,58,12,61.1,22.3,79.9,72.2,65,1,12,SWING
4099,WS-028,2026-09-23T08:00:00,31.1,58,12,61.0,20.8,78.4,46.2,20,1,12,DUMP
