event_id,session_id,timestamp,ambient_temp_c,humidity_pct,wind_speed_kmh,fuel_level_pct,fuel_rate_lph,engine_temp_c,hydraulic_load_pct,payload_pct,seatbelt_fastened,proximity_distance_m,proximity_limit_m,proximity_closing_speed_mps,visibility,soil_type,ground_condition,tilt_deg,idle_seconds,fuel_per_cycle_l,unusual_pattern,cycle_phase
434,WS-003,2026-09-23T08:00:00,34.5,58,12,59.3,21.0,80.3,50.5,20,1,12,8,0,Good,Medium (Sandy),Dry,3.1,0,4.21,False,DUMP
435,WS-003,2026-09-23T08:00:00,33.3,58,12,59.3,21.1,79.7,52.4,20,1,12,8,0,Good,Medium (Sandy),Dry,3.4,0,4.23,False,RETURN
436,WS-003,2026-09-23T08:00:00,33.4,58,12,59.3,21.0,79.7,49.3,20,1,12,8,0,Good,Medium (Sandy),Dry,3.3,0,4.19,False,ACQUIRE
437,WS-003,2026-09-23T08:00:00,33.2,58,12,59.3,22.6,80.7,76.8,65,1,12,8,0,Good,Medium (Sandy),Dry,2.0,0,4.52,False,LIFT
438,WS-003,2026-09-23T08:00:00,33.3,58,12,59.3,22.3,80.5,71.2,65,1,12,8,0,Good,Medium (Sandy),Dry,3.6,0,4.45,False,SWING
439,WS-003,2026-09-23T08:00:00,34.6,58,12,59.2,21.1,80.4,52.4,20,1,12,8,0,Good,Medium (Sandy),Dry,2.6,0,4.23,False,DUMP
440,WS-003,2026-09-23T08:00:00,34.1,58,12,59.2,21.0,80.0,49.5,20,1,12,8,0,Good,Medium (Sandy),Dry,3.7,0,4.19,False,RETURN
441,WS-003,2026-09-23T08:00:00,34.3,58,12,59.2,21.0,80.1,49.3,20,1,12,8,0,Good,Medium (Sandy),Dry,2.8,0,4.19,True,ACQUIRE
442,WS-003,2026-09-23T08:00:00,34.5,58,12,59.2,22.6,81.3,76.3,65,1,12,8,0,Good,Medium (Sandy),Dry,3.4,0,4.52,False,LIFT
443,WS-003,2026-09-23T08:00:00,33.2,58,12,59.2,22.6,80.6,76.0,65,1,12,8,0,Good,Medium (Sandy),Dry,2.7,0,4.51,False,SWING
444,WS-003,2026-09-23T08:00:00,33.2,58,12,59.1,20.8,79.5,46.9,20,1,12,8,0,Good,Medium (Sandy),Dry,2.2,0,4.16,False,DUMP
445,WS-003,2026-09-23T08:00:00,34.2,58,12,59.1,21.0,80.1,49.9,20,1,12,8,0,Good,Medium (Sandy),Dry,3.2,0,4.2,False,RETURN
446,WS-003,2026-09-23T08:00:00,34.9,58,12,59.1,20.9,80.4,47.6,20,1,6,8,0,Good,Medium (Sandy),Dry,3.3,0,4.17,False,ACQUIRE
447,WS-003,2026-09-23T08:00:00,34.5,58,12,59.1,22.4,81.2,73.6,65,1,6,8,0,Good,Medium (Sandy),Dry,2.5,0,4.48,False,LIFT
448,WS-003,2026-09-23T08:00:00,34.0,58,12,59.1,22.4,80.9,73.0,65,1,6,8,0,Good,Medium (Sandy),Dry,2.4,0,4.48,False,SWING
449,WS-003,2026-09-23T08:00:00,34.0,58,12,59.0,20.9,79.9,48.0,20,1,6,8,0,Good,Medium (Sandy),Dry,3.5,0,4.18,False,DUMP
450,WS-003,2026-09-23T08:00:00,33.3,58,12,59.0,20.8,79.5,47.0,20,1,6,8,0,Good,Medium (Sandy),Dry,2.1,0,4.16,False,RETURN
451,WS-004,2026-09-23T08:00:00,32.9,58,12,62.0,21.0,79.4,49.5,20,1,12,8,0,Good,Medium (Sandy),Dry,3.0,0,4.19,False,ACQUIRE
452,WS-004,2026-09-23T08:00:00,32.3,58,12,62.0,22.2,80.0,70.7,65,1,12,8,0,Good,Medium (Sandy),Dry,3.1,0,4.45,False,LIFT
453,WS-004,2026-09-23T08:00:00,33.4,58,12,62.0,22.6,80.8,76.3,65,1,12,8,0,Good,Medium (Sandy),Dry,3.7,0,4.52,False,SWING
454,WS-004,2026-09-23T08:00:00,32.3,58,12,61.9,20.9,79.1,48.3,20,1,12,8,0,Good,Medium (Sandy),Dry,3.6,0,4.18,False,DUMP
455,WS-004,2026-09-23T08:00:00,33.8,58,12,61.9,21.0,79.9,49.5,20,1,12,8,0,Good,Medium (Sandy),Dry,4.0,0,4.19,False,RETURN
456,WS-004,2026-09-23T08:00:00,33.0,58,12,61.9,21.0,79.5,49.2,20,1,12,8,0,Good,Medium (Sandy),Dry,3.4,0,4.19,False,ACQUIRE
457,WS-004,2026-09-23T08:00:00,32.9,58,12,61.9,22.3,80.3,72.2,65,1,12,8,0,Good,Medium (Sandy),Dry,2.5,0,4.47,False,LIFT
458,WS-004,2026-09-23T08:00:00,32.9,58,12,61.9,22.3,80.3,71.3,65,1,12,8,0,Good,Medium (Sandy),Dry,2.6,0,4.46,False,SWING
459,WS-004,2026-09-23T08:00:00,33.3,58,12,61.8,21.1,79.7,51.3,20,1,12,8,0,Good,Medium (Sandy),Dry,2.7,0,4.22,False,DUMP
460,WS-004,2026-09-23T08:00:00,34.7,58,12,61.8,21.0,80.4,50.8,20,1,12,8,0,Good,Medium (Sandy),Dry,3.0,0,4.21,False,RETURN
461,WS-004,2026-09-23T08:00:00,34.1,58,12,61.8,20.9,80.0,48.7,20,1,12,8,0,Good,Medium (Sandy),Dry,2.3,0,4.18,True,ACQUIRE
462,WS-004,2026-09-23T08:00:00,32.9,58,12,61.8,22.4,80.4,73.2,65,1,12,8,0,Good,Medium (Sandy),Dry,3.7,0,4.48,False,LIFT
463,WS-004,2026-09-23T08:00:00,33.7,58,12,61.8,22.6,80.9,76.9,65,1,12,8,0,Good,Medium (Sandy),Dry,2.9,0,4.52,False,SWING
464,WS-004,2026-09-23T08:00:00,33.8,58,12,61.7,21.1,80.0,51.6,20,1,12,8,0,Good,Medium (Sandy),Dry,3.3,0,4.22,False,DUMP
465,WS-004,2026-09-23T08:00:00,34.2,58,12,61.7,20.8,80.0,47.4,20,1,12,8,0,Good,Medium (Sandy),Dry,3.2,0,4.17,False,RETURN
466,WS-004,2026-09-23T08:00:00,34.4,58,12,61.7,20.9,80.2,48.8,20,1,12,8,0,Good,Medium (Sandy),Dry,2.4,0,4.19,False,ACQUIRE
467,WS-004,2026-09-23T08:00:00,33.8,58,12,61.7,22.4,80.8,72.6,65,1,12,8,0,Good,Medium (Sandy),Dry,3.5,0,4.47,False,LIFT
468,WS-004,2026-09-23T08:00:00,34.3,58,12,61.7,22.7,81.3,77.7,65,1,12,8,0,Good,Medium (Sandy),Dry,3.6,0,4.53,False,SWING
469,WS-004,2026-09-23T08:00:00,33.6,58,12,61.6,20.8,79.7,47.2,20,1,12,8,0,Good,Medium (Sandy),Dry,3.6,0,4.17,False,DUMP
470,WS-004,2026-09-23T08:00:00,33.7,58,12,61.6,21.1,79.9,52.5,20,1,12,8,0,Good,Medium (Sandy),Dry,2.4,0,4.23,False,RETURN
471,WS-004,2026-09-23T08:00:00,34.9,58,12,61.6,20.8,80.3,46.4,20,1,12,8,0,Good,Medium (Sandy),Dry,3.5,0,4.16,False,ACQUIRE
472,WS-004,2026-09-23T08:00:00,32.9,58,12,61.6,22.5,80.5,75.8,65,1,12,8,0,Good,Medium (Sandy),Dry,3.9,0,4.51,False,LIFT
473,WS-004,2026-09-23T08:00:00,33.2,58,12,61.6,22.6,80.7,76.4,65,1,12,8,0,Good,Medium (Sandy),Dry,3.7,0,4.52,False,SWING
474,WS-004,2026-09-23T08:00:00,32.9,58,12,61.5,21.1,79.5,51.8,20,1,12,8,0,Good,Medium (Sandy),Dry,3.6,0,4.22,False,DUMP
475,WS-004,2026-09-23T08:00:00,34.0,58,12,61.5,20.8,79.8,46.1,20,1,12,8,0,Good,Medium (Sandy),Dry,2.6,0,4.15,False,RETURN
476,WS-004,2026-09-23T08:00:00,33.1,58,12,61.5,20.8,79.4,46.2,20,1,6,8,0,Good,Medium (Sandy),Dry,2.8,0,4.15,False,ACQUIRE
477,WS-004,2026-09-23T08:00:00,33.3,58,12,61.5,22.4,80.6,73.6,65,1,6,8,0,Good,Medium (Sandy),Dry,3.2,0,4.48,False,LIFT
478,WS-004,2026-09-23T08:00:00,33.6,58,12,61.5,22.5,80.8,74.3,65,1,6,8,0,Good,Medium (Sandy),Dry,3.8,0,4.49,False,SWING
479,WS-004,2026-09-23T08:00:00,34.1,58,12,61.4,20.9,80.0,48.3,20,1,6,8,0,Good,Medium (Sandy),Dry,2.1,0,4.18,False,DUMP
480,WS-004,2026-09-23T08:00:00,34.2,58,12,61.4,21.0,80.1,50.6,20,1,6,8,0,Good,Medium (Sandy),Dry,3.6,0,4.21,False,RETURN
481,WS-004,2026-09-23T08:00:00,33.3,58,12,61.4,21.1,79.7,52.3,20,1,12,8,0,Good,Medium (Sandy),Dry,2.2,0,4.23,True,ACQUIRE
482,WS-004,2026-09-23T08:00:00,32.5,58,12,61.4,22.5,80.3,75.3,65,1,12,8,0,Good,Medium (Sandy),Dry,2.3,0,4.5,False,LIFT
483,WS-004,2026-09-23T08:00:00,33.2,58,12,61.4,22.5,80.6,74.5,65,1,12,8,0,Good,Medium (Sandy),Dry,3.3,0,4.49,False,SWING
484,WS-004,2026-09-23T08:00:00,33.1,58,12,61.3,21.2,79.7,52.7,20,1,12,8,0,Good,Medium (Sandy),Dry,2.7,0,4.23,False,DUMP
485,WS-004,2026-09-23T08:00:00,33.3,58,12,61.3,20.7,79.5,45.8,20,1,12,8,0,Good,Medium (Sandy),Dry,2.2,3,4.15,False,RETURN
486,WS-004,2026-09-23T08:00:00,32.1,58,12,61.3,21.1,79.1,51.0,20,1,12,8,0,Good,Medium (Sandy),Dry,3.1,0,4.21,False,ACQUIRE
487,WS-004,2026-09-23T08:00:00,32.9,58,12,61.3,22.3,80.3,71.8,65,1,12,8,0,Good,Medium (Sandy),Dry,2.7,0,4.46,False,LIFT
488,WS-004,2026-09-23T08:00:00,32.4,58,12,61.3,22.5,80.2,75.4,65,1,12,8,0,Good,Medium (Sandy),Dry,3.4,0,4.5,False,SWING
489,WS-004,2026-09-23T08:00:00,31.7,58,12,61.2,21.2,79.0,53.0,20,1,12,8,0,Good,Medium (Sandy),Dry,3.0,0,4.24,False,DUMP
490,WS-004,2026-09-23T08:00:00,31.9,58,12,61.2,21.1,79.0,52.4,20,1,12,8,0,Good,Medium (Sandy),Dry,2.2,0,4.23,False,RETURN
491,WS-004,2026-09-23T08:00:00,32.9,58,12,61.2,21.0,79.5,50.8,20,1,12,8,0,Good,Medium (Sandy),Dry,2.7,0,4.21,False,ACQUIRE
492,WS-004,2026-09-23T08:00:00,31.9,58,12,61.2,22.6,80.0,76.3,65,1,12,8,0,Good,Medium (Sandy),Dry,3.0,0,4.52,False,LIFT
493,WS-004,2026-09-23T08:00:00,31.8,58,12,61.2,22.2,79.7,70.8,65,1,12,8,0,Good,Medium (Sandy),Dry,3.4,0,4.45,False,SWING
494,WS-004,2026-09-23T08:00:00,32.0,58,12,61.1,20.7,78.8,45.5,20,1,12,8,0,Good,Medium (Sandy),Dry,2.1,0,4.15,False,DUMP
495,WS-004,2026-09-23T08:00:00,32.5,58,12,61.1,20.7,79.1,45.2,20,1,12,8,0,Good,Medium (Sandy),Dry,2.7,0,4.14,False,RETURN
496,WS-004,2026-09-23T08:00:00,31.2,58,12,61.1,21.1,78.7,51.4,20,1,12,8,0,Good,Medium (Sandy),Dry,3.9,0,4.22,False,ACQUIRE
497,WS-004,2026-09-23T08:00:00,32.5,58,12,61.1,22.4,80.2,74.1,65,1,12,8,0,Good,Medium (Sandy),Dry,3.1,0,4.49,False,LIFT
498,WS-004,2026-09-23T08:00:00,31.7,58,12,61.1,22.4,79.8,73.4,65,1,12,8,0,Good,Medium (Sandy),Dry,2.9,0,4.48,False,SWING
499,WS-004,2026-09-23T08:00:00,32.6,58,12,61.0,21.0,79.3,50.0,20,1,12,8,0,Good,Medium (Sandy),Dry,2.4,0,4.2,False,DUMP
500,WS-004,2026-09-23T08:00:00,32.3,58,12,61.0,20.9,79.1,48.2,20,1,12,8,0,Good,Medium (Sandy),Dry,3.5,0,4.18,False,RETURN
501,WS-004,2026-09-23T08:00:00,32.8,58,12,61.0,20.9,79.3,48.6,20,1,12,8,0,Good,Medium (Sandy),Dry,2.9,0,4.18,True,ACQUIRE
502,WS-004,2026-09-23T08:00:00,31.1,58,12,61.0,22.3,79.4,71.7,65,1,12,8,0,Good,Medium (Sandy),Dry,2.6,0,4.46,False,LIFT
503,WS-004,2026-09-23T08:00:00,32.5,58,12,61.0,22.6,80.3,76.4,65,1,12,8,0,Good,Medium (Sandy),Dry,3.2,0,4.52,False,SWING
504,WS-004,2026-09-23T08:00:00,32.8,58,12,60.9,21.0,79.4,49.3,20,1,12,8,0,Good,Medium (Sandy),Dry,2.7,0,4.19,False,DUMP
505,WS-004,2026-09-23T08:00:00,31.6,58,12,60.9,20.8,78.6,45.9,20,1,12,8,0,Good,Medium (Sandy),Dry,3.3,0,4.15,False,RETURN
506,WS-004,2026-09-23T08:00:00,32.3,58,12,60.9,21.2,79.3,52.7,20,1,6,8,0,Good,Medium (Sandy),Dry,2.6,0,4.23,False,ACQUIRE
507,WS-004,2026-09-23T08:00:00,32.1,58,12,60.9,22.4,80.0,73.1,65,1,6,8,0,Good,Medium (Sandy),Dry,2.2,0,4.48,False,LIFT
508,WS-004,2026-09-23T08:00:00,32.2,58,12,60.9,22.4,80.0,73.7,65,1,6,8,0,Good,Medium (Sandy),Dry,2.3,0,4.48,False,SWING
509,WS-004,2026-09-23T08:00:00,32.9,58,12,60.8,21.1,79.5,51.4,20,1,6,8,0,Good,Medium (Sandy),Dry,3.8,0,4.22,False,DUMP
510,WS-004,2026-09-23T08:00:00,32.8,58,12,60.8,21.0,79.4,50.4,20,1,6,8,0,Good,Medium (Sandy),Dry,2.6,0,4.2,False,RETURN
511,WS-004,2026-09-23T08:00:00,32.2,58,12,60.8,20.8,78.9,45.9,20,1,12,8,0,Good,Medium (Sandy),Dry,2.7,0,4.15,False,ACQUIRE
512,WS-004,2026-09-23T08:00:00,32.1,58,12,60.8,22.4,80.0,73.1,65,1,12,8,0,Good,Medium (Sandy),Dry,3.2,0,4.48,False,LIFT
513,WS-004,2026-09-23T08:00:00,33.1,58,12,60.8,22.4,80.5,73.4,65,1,12,8,0,Good,Medium (Sandy),Dry,3.0,0,4.48,False,SWING
514,WS-004,2026-09-23T08:00:00,33.1,58,12,60.7,21.1,79.6,52.4,20,1,12,8,0,Good,Medium (Sandy),Dry,3.9,0,4.23,False,DUMP
515,WS-004,2026-09-23T08:00:00,32.5,58,12,60.7,20.8,79.1,46.3,20,1,12,8,0,Good,Medium (Sandy),Dry,2.6,0,4.16,False,RETURN
516,WS-004,2026-09-23T08:00:00,32.6,58,12,60.7,21.1,79.4,51.7,20,1,12,8,0,Good,Medium (Sandy),Dry,3.2,0,4.22,False,ACQUIRE
517,WS-004,2026-09-23T08:00:00,34.0,58,12,60.7,22.7,81.1,77.6,65,1,12,8,0,Good,Medium (Sandy),Dry,3.0,0,4.53,False,LIFT
518,WS-004,2026-09-23T08:00:00,32.8,58,12,60.7,22.4,80.3,73.1,65,1,12,8,0,Good,Medium (Sandy),Dry,3.1,0,4.48,False,SWING
519,WS-004,2026-09-23T08:00:00,33.8,58,12,60.6,20.9,79.8,48.3,20,1,12,8,0,Good,Medium (Sandy),Dry,3.0,0,4.18,False,DUMP
520,WS-004,2026-09-23T08:00:00,34.0,58,12,60.6,20.9,79.9,48.6,20,1,12,8,0,Good,Medium (Sandy),Dry,2.3,0,4.18,False,RETURN
521,WS-004,2026-09-23T08:00:00,33.8,58,12,60.6,21.1,80.0,51.4,20,1,12,8,0,Good,Medium (Sandy),Dry,2.4,0,4.22,True,ACQUIRE
522,WS-004,2026-09-23T08:00:00,32.8,58,12,60.6,22.3,80.3,71.8,65,1,12,8,0,Good,Medium (Sandy),Dry,2.6,0,4.46,False,LIFT
523,WS-004,2026-09-23T08:00:00,34.4,58,12,60.6,22.5,81.2,74.5,65,1,12,8,0,Good,Medium (Sandy),Dry,3.5,0,4.49,False,SWING
524,WS-004,2026-09-23T08:00:00,33.8,58,12,60.5,20.9,79.9,49.1,20,1,12,8,0,Good,Medium (Sandy),Dry,3.1,0,4.19,False,DUMP
525,WS-004,2026-09-23T08:00:00,33.4,58,12,60.5,21.0,79.7,49.3,20,1,12,8,0,Good,Medium (Sandy),Dry,4.0,0,4.19,False,RETURN
526,WS-004,2026-09-23T08:00:00,34.0,58,12,60.5,21.1,80.0,51.1,20,1,12,8,0,Good,Medium (Sandy),Dry,3.5,0,4.21,False,ACQUIRE
527,WS-004,2026-09-23T08:00:00,33.9,58,12,60.5,22.3,80.8,71.7,65,1,12,8,0,Good,Medium (Sandy),Dry,2.9,0,4.46,False,LIFT
528,WS-004,2026-09-23T08:00:00,34.5,58,12,60.5,22.5,81.3,75.2,65,1,12,8,0,Good,Medium (Sandy),Dry,2.5,0,4.5,False,SWING
529,WS-004,2026-09-23T08:00:00,34.7,58,12,60.4,20.7,80.2,45.3,20,1,12,8,0,Good,Medium (Sandy),Dry,2.5,0,4.14,False,DUMP
530,WS-004,2026-09-23T08:00:00,34.7,58,12,60.4,20.7,80.2,45.7,20,1,12,8,0,Good,Medium (Sandy),Dry,3.7,0,4.15,False,RETURN
531,WS-004,2026-09-23T08:00:00,33.2,58,12,60.4,21.1,79.7,51.5,20,1,12,8,0,Good,Medium (Sandy),Dry,2.4,0,4.22,False,ACQUIRE
532,WS-004,2026-09-23T08:00:00,34.4,58,12,60.4,22.5,81.2,75.5,65,1,12,8,0,Good,Medium (Sandy),Dry,3.7,0,4.51,False,LIFT
533,WS-004,2026-09-23T08:00:00,34.2,58,12,60.4,22.4,81.0,73.4,65,1,12,8,0,Good,Medium (Sandy),Dry,3.2,0,4.48,False,SWING
534,WS-004,2026-09-23T08:00:00,34.5,58,12,60.3,21.1,80.3,51.5,20,1,12,8,0,Good,Medium (Sandy),Dry,3.6,0,4.22,False,DUMP
535,WS-004,2026-09-23T08:00:00,34.0,58,12,60.3,21.0,80.0,49.3,20,1,12,8,0,Good,Medium (Sandy),Dry,3.2,0,4.19,False,RETURN
536,WS-004,2026-09-23T08:00:00,33.1,58,12,60.3,21.2,79.7,52.8,20,1,6,8,0,Good,Medium (Sandy),Dry,2.6,0,4.23,False,ACQUIRE
537,WS-004,2026-09-23T08:00:00,33.9,58,12,60.3,22.7,81.1,77.6,65,1,6,8,0,Good,Medium (Sandy),Dry,3.0,0,4.53,False,LIFT
538,WS-004,2026-09-23T08:00:00,34.5,58,12,60.3,22.6,81.3,76.5,65,1,6,8,0,Good,Medium (Sandy),Dry,2.3,0,4.52,False,SWING
539,WS-004,2026-09-23T08:00:00,34.1,58,12,60.2,20.9,80.0,48.3,20,1,6,8,0,Good,Medium (Sandy),Dry,2.1,0,4.18,False,DUMP
540,WS-004,2026-09-23T08:00:00,33.1,58,12,60.2,21.0,79.6,50.2,20,1,6,8,0,Good,Medium (Sandy),Dry,3.4,0,4.2,False,RETURN
541,WS-004,2026-09-23T08:00:00,32.7,58,12,60.2,20.8,79.2,46.2,20,1,12,8,0,Good,Medium (Sandy),Dry,2.6,0,4.15,True,ACQUIRE
542,WS-004,2026-09-23T08:00:00,32.8,58,12,60.2,22.6,80.5,76.7,65,1,12,8,0,Good,Medium (Sandy),Dry,2.8,0,4.52,False,LIFT
543,WS-004,2026-09-23T08:00:00,32.5,58,12,60.2,22.5,80.3,75.1,65,1,12,8,0,Good,Medium (Sandy),Dry,3.3,0,4.5,False,SWING
544,WS-004,2026-09-23T08:00:00,32.9,58,12,60.1,20.7,79.3,45.6,20,1,12,8,0,Good,Medium (Sandy),Dry,3.6,0,4.15,False,DUMP
545,WS-004,2026-09-23T08:00:00,33.6,58,12,60.1,20.9,79.7,48.2,20,1,12,8,0,Good,Medium (Sandy),Dry,3.5,0,4.18,False,RETURN
546,WS-004,2026-09-23T08:00:00,33.3,58,12,60.1,21.1,79.7,52.0,20,1,12,8,0,Good,Medium (Sandy),Dry,2.9,0,4.22,False,ACQUIRE
547,WS-004,2026-09-23T08:00:00,32.8,58,12,60.1,22.5,80.4,74.7,65,1,12,8,0,Good,Medium (Sandy),Dry,3.7,0,4.5,False,LIFT
548,WS-004,2026-09-23T08:00:00,33.4,58,12,60.1,22.2,80.5,70.7,65,1,12,8,0,Good,Medium (Sandy),Dry,3.9,0,4.45,False,SWING
549,WS-004,2026-09-23T08:00:00,32.9,58,12,60.0,21.0,79.5,50.6,20,1,12,8,0,Good,Medium (Sandy),Dry,3.7,0,4.21,False,DUMP
550,WS-004,2026-09-23T08:00:00,33.1,58,12,60.0,20.9,79.5,48.2,20,1,12,8,0,Good,Medium (Sandy),Dry,3.9,0,4.18,False,RETURN
551,WS-004,2026-09-23T08:00:00,33.1,58,12,60.0,20.9,79.5,49.0,20,1,12,8,0,Good,Medium (Sandy),Dry,2.6,0,4.19,False,ACQUIRE
552,WS-004,2026-09-23T08:00:00,31.9,58,12,60.0,22.5,79.9,74.4,65,1,12,8,0,Good,Medium (Sandy),Dry,2.3,0,4.49,False,LIFT
553,WS-004,2026-09-23T08:00:00,33.0,58,12,60.0,22.6,80.6,76.3,65,1,12,8,0,Good,Medium (Sandy),Dry,3.8,0,4.52,False,SWING
554,WS-004,2026-09-23T08:00:00,32.8,58,12,59.9,20.7,79.2,45.4,20,1,12,8,0,Good,Medium (Sandy),Dry,3.3,0,4.14,False,DUMP
555,WS-004,2026-09-23T08:00:00,32.8,58,12,59.9,20.7,79.2,45.1,20,1,12,8,0,Good,Medium (Sandy),Dry,3.9,0,4.14,False,RETURN
556,WS-004,2026-09-23T08:00:00,31.4,58,12,59.9,20.9,78.6,48.7,20,1,12,8,0,Good,Medium (Sandy),Dry,4.0,0,4.18,False,ACQUIRE
557,WS-004,2026-09-23T08:00:00,31.9,58,12,59.9,22.7,80.1,78.0,65,1,12,8,0,Good,Medium (Sandy),Dry,3.8,0,4.54,False,LIFT
558,WS-004,2026-09-23T08:00:00,32.8,58,12,59.9,22.3,80.3,72.4,65,1,12,8,0,Good,Medium (Sandy),Dry,3.7,0,4.47,False,SWING
559,WS-004,2026-09-23T08:00:00,32.8,58,12,59.8,20.7,79.2,45.7,20,1,12,8,0,Good,Medium (Sandy),Dry,2.7,0,4.15,False,DUMP
560,WS-004,2026-09-23T08:00:00,31.2,58,12,59.8,21.0,78.6,50.3,20,1,12,8,0,Good,Medium (Sandy),Dry,3.3,0,4.2,False,RETURN
561,WS-004,2026-09-23T08:00:00,31.1,58,12,59.8,21.0,78.5,50.0,20,1,12,8,0,Good,Medium (Sandy),Dry,3.5,0,4.2,True,ACQUIRE
562,WS-004,2026-09-23T08:00:00,32.5,58,12,59.8,22.4,80.2,73.4,65,1,12,8,0,Good,Medium (Sandy),Dry,2.2,0,4.48,False,LIFT
563,WS-004,2026-09-23T08:00:00,31.2,58,12,59.8,22.3,79.5,71.7,65,1,12,8,0,Good,Medium (Sandy),Dry,2.2,0,4.46,False,SWING
564,WS-004,2026-09-23T08:00:00,32.2,58,12,59.7,21.0,79.1,49.2,20,1,12,8,0,Good,Medium (Sandy),Dry,2.9,0,4.19,False,DUMP
565,WS-004,2026-09-23T08:00:00,31.1,58,12,59.7,20.9,78.5,47.7,20,1,12,8,0,Good,Medium (Sandy),Dry,2.2,0,4.17,False,RETURN
566,WS-004,2026-09-23T08:00:00,32.8,58,12,59.7,21.0,79.4,50.6,20,1,6,8,0,Good,Medium (Sandy),Dry,3.0,0,4.21,False,ACQUIRE
567,WS-004,2026-09-23T08:00:00,31.6,58,12,59.7,22.2,79.6,70.7,65,1,6,8,0,Good,Medium (Sandy),Dry,3.6,0,4.45,False,LIFT
568,WS-004,2026-09-23T08:00:00,31.4,58,12,59.7,22.4,79.6,72.9,65,1,6,8,0,Good,Medium (Sandy),Dry,2.6,0,4.47,False,SWING
569,WS-004,2026-09-23T08:00:00,32.1,58,12,59.6,21.1,79.1,51.5,20,1,6,8,0,Good,Medium (Sandy),Dry,3.7,0,4.22,False,DUMP
570,WS-004,2026-09-23T08:00:00,32.7,58,12,59.6,21.0,79.4,50.4,20,1,6,8,0,Good,Medium (Sandy),Dry,2.1,3,4.2,False,RETURN
571,WS-004,2026-09-23T08:00:00,32.6,58,12,59.6,21.0,79.3,49.9,20,1,12,8,0,Good,Medium (Sandy),Dry,2.3,0,4.2,False,ACQUIRE
572,WS-004,2026-09-23T08:00:00,32.3,58,12,59.6,22.3,80.0,71.7,65,1,12,8,0,Good,Medium (Sandy),Dry,3.5,0,4.46,False,LIFT
573,WS-004,2026-09-23T08:00:00,33.5,58,12,59.6,22.5,80.7,74.9,65,1,12,8,0,Good,Medium (Sandy),Dry,2.9,0,4.5,False,SWING
574,WS-004,2026-09-23T08:00:00,32.2,58,12,59.5,21.1,79.2,52.2,20,1,12,8,0,Good,Medium (Sandy),Dry,2.3,0,4.23,False,DUMP
575,WS-004,2026-09-23T08:00:00,32.1,58,12,59.5,21.0,79.1,50.8,20,1,12,8,0,Good,Medium (Sandy),Dry,2.7,0,4.21,False,RETURN
576,WS-004,2026-09-23T08:00:00,32.8,58,12,59.5,21.1,79.5,51.3,20,1,12,8,0,Good,Medium (Sandy),Dry,2.5,0,4.22,False,ACQUIRE
577,WS-004,2026-09-23T08:00:00,33.3,58,12,59.5,22.3,80.5,72.0,65,1,12,8,0,Good,Medium (Sandy),Dry,3.2,0,4.46,False,LIFT
578,WS-004,2026-09-23T08:00:00,33.6,58,12,59.5,22.3,80.7,72.3,65,1,12,8,0,Good,Medium (Sandy),Dry,3.9,0,4.47,False,SWING
579,WS-004,2026-09-23T08:00:00,32.3,58,12,59.4,21.1,79.2,51.8,20,1,12,8,0,Good,Medium (Sandy),Dry,3.8,0,4.22,False,DUMP
580,WS-004,2026-09-23T08:00:00,32.7,58,12,59.4,21.0,79.3,49.9,20,1,12,8,0,Good,Medium (Sandy),Dry,2.4,0,4.2,False,RETURN
581,WS-004,2026-09-23T08:00:00,33.2,58,12,59.4,21.0,79.6,50.2,20,1,12,8,0,Good,Medium (Sandy),Dry,3.6,0,4.2,True,ACQUIRE
582,WS-004,2026-09-23T08:00:00,34.1,58,12,59.4,22.3,80.9,71.9,65,1,12,8,0,Good,Medium (Sandy),Dry,2.8,0,4.46,False,LIFT
583,WS-004,2026-09-23T08:00:00,33.1,58,12,59.4,22.5,80.6,75.1,65,1,12,8,0,Good,Medium (Sandy),Dry,2.1,0,4.5,False,SWING
584,WS-004,2026-09-23T08:00:00,34.4,58,12,59.3,20.7,80.0,45.1,20,1,12,8,0,Good,Medium (Sandy),Dry,2.7,0,4.14,False,DUMP
585,WS-004,2026-09-23T08:00:00,33.4,58,12,59.3,20.9,79.6,48.1,20,1,12,8,0,Good,Medium (Sandy),Dry,3.7,0,4.18,False,RETURN
586,WS-004,2026-09-23T08:00:00,33.6,58,12,59.3,21.0,79.8,49.4,20,1,12,8,0,Good,Medium (Sandy),Dry,2.3,0,4.19,False,ACQUIRE
587,WS-004,2026-09-23T08:00:00,33.8,58,12,59.3,22.7,81.0,77.9,65,1,12,8,0,Good,Medium (Sandy),Dry,2.1,0,4.53,False,LIFT
588,WS-004,2026-09-23T08:00:00,34.1,58,12,59.3,22.2,80.9,70.1,65,1,12,8,0,Good,Medium (Sandy),Dry,2.4,0,4.44,False,SWING
589,WS-004,2026-09-23T08:00:00,34.8,58,12,59.2,21.2,80.5,52.6,20,1,12,8,0,Good,Medium (Sandy),Dry,2.8,0,4.23,False,DUMP
590,WS-004,2026-09-23T08:00:00,33.5,58,12,59.2,21.0,79.8,50.7,20,1,12,8,0,Good,Medium (Sandy),Dry,3.5,0,4.21,False,RETURN
591,WS-004,2026-09-23T08:00:00,33.8,58,12,59.2,20.9,79.8,48.2,20,1,12,8,0,Good,Medium (Sandy),Dry,3.3,0,4.18,False,ACQUIRE
